"","fitted","SE"
"1",0.70002619320172,0.00134814938243693
"2",0.700026702549475,0.00134631072039245
"3",0.70002785572211,0.00134214773652257
"4",0.700028374150427,0.00134027610215059
"5",0.700030089076494,0.00133408447762433
"6",0.700030739462025,0.00133173616217947
"7",0.700031212557735,0.00133002793324275
"8",0.700032630915101,0.00132490639365733
"9",0.70003264149209,0.00132486820015401
"10",0.700034796351383,0.00131708670973444
"11",0.700034937622803,0.00131657654100897
"12",0.70003667927112,0.001310286837006
"13",0.700041426904968,0.00129314067581119
"14",0.700043033160558,0.00128733964767274
"15",0.7000447980315,0.00128096592508851
"16",0.700045620675713,0.00127799507871988
"17",0.700047289010968,0.00127197037669872
"18",0.700047355265122,0.00127173112641756
"19",0.700047792384503,0.00127015266051534
"20",0.700051086648519,0.00125825788175181
"21",0.700051490526654,0.00125679972292966
"22",0.700052601480747,0.00125278893625399
"23",0.700053514582786,0.00124949266892733
"24",0.70005397904887,0.00124781604793579
"25",0.700054069203438,0.001247490616647
"26",0.70005432056476,0.00124658328898402
"27",0.700054429549455,0.0012461898975089
"28",0.700055246182479,0.00124324228933441
"29",0.700057168838462,0.00123630337541516
"30",0.700057609463465,0.00123471332907463
"31",0.700058402628254,0.00123185128422833
"32",0.700059275868821,0.00122870057859354
"33",0.700059812375911,0.0012267649823872
"34",0.700059874567977,0.0012265406153151
"35",0.700060334107025,0.00122488281175362
"36",0.700060910149968,0.00122280484717248
"37",0.700060942895825,0.00122268672723236
"38",0.700061460434591,0.00122081994109464
"39",0.700062882560017,0.00121569092479227
"40",0.700063738671377,0.00121260377403664
"41",0.700063802183805,0.00121237476246117
"42",0.700064303996296,0.00121056541485649
"43",0.700065005111001,0.00120803768828523
"44",0.7000660942548,0.00120411155419724
"45",0.700066539551894,0.00120250655268167
"46",0.700067379736756,0.00119947857137638
"47",0.700068190675615,0.00119655641298439
"48",0.700069167326163,0.00119303769708163
"49",0.700069646197733,0.00119131263558148
"50",0.700070407133423,0.00118857181146978
"51",0.70007084594772,0.00118699142927971
"52",0.700071209810268,0.00118568109153632
"53",0.700071547680806,0.00118446444417422
"54",0.700072303346835,0.00118174365924395
"55",0.700073798179116,0.00117636281981126
"56",0.700076229857431,0.00116761367584955
"57",0.700077080303261,0.00116455502356377
"58",0.700077362534848,0.00116354011806185
"59",0.700077533205999,0.00116292642059805
"60",0.700077608894283,0.00116265427033771
"61",0.700079430809554,0.00115610494102683
"62",0.700079767844021,0.00115489374966671
"63",0.700080173349964,0.00115343664907905
"64",0.700081040607641,0.00115032091850147
"65",0.700081325897198,0.00114929615570722
"66",0.700081461633124,0.00114880862187894
"67",0.70008224008466,0.00114601298385887
"68",0.700084976080235,0.00113619274251128
"69",0.700085810967618,0.00113319788470898
"70",0.700085902150532,0.00113287085132593
"71",0.700086433981882,0.00113096361307968
"72",0.700089583865569,0.00111967520019316
"73",0.700090044180068,0.00111802668258901
"74",0.700090306426572,0.00111708763771666
"75",0.700090789480467,0.00111535819097112
"76",0.700093148070714,0.00110691885208394
"77",0.700093628709579,0.00110520010922345
"78",0.700093736771984,0.00110481373302763
"79",0.700095537622907,0.00109837757391189
"80",0.700095908039312,0.00109705438402122
"81",0.70009812375135,0.00108914439374047
"82",0.70009946126486,0.00108437374931738
"83",0.700101706380249,0.00107637338671582
"84",0.70010231829431,0.00107419455499195
"85",0.700102586433682,0.00107324003089508
"86",0.700102841438011,0.00107233239920521
"87",0.70010326489665,0.00107082548293224
"88",0.700103397858847,0.0010703524003656
"89",0.700104270366278,0.00106724890581243
"90",0.700108254958935,0.00105309665550783
"91",0.700109364699948,0.0010491615515895
"92",0.700110066987208,0.00104667277820847
"93",0.700111408310945,0.00104192272497142
"94",0.700113424343234,0.00103479184919093
"95",0.700114276626294,0.00103178044033369
"96",0.700114290462465,0.00103173156837691
"97",0.700114661299276,0.00103042189524423
"98",0.700116054259802,0.00102550577570507
"99",0.700120101132429,0.00101125479603846
"100",0.700120847981792,0.00100863015216448
"101",0.700121004858082,0.0010080790645244
"102",0.700121598378644,0.00100599479953581
"103",0.700122365717456,0.00100330180172803
"104",0.700123543155767,0.000999173268361601
"105",0.700123622931812,0.000998893709563403
"106",0.700126571350834,0.000988576781642889
"107",0.700126646947902,0.000988312655351804
"108",0.700127052379318,0.000986896479442005
"109",0.700128486334847,0.00098189244003872
"110",0.700128614163897,0.000981446725321946
"111",0.700129094918067,0.000979770976460152
"112",0.70012928850137,0.000979096454716793
"113",0.700129653550095,0.000977824864670077
"114",0.700129938520629,0.000976832567147749
"115",0.700130131497034,0.000976160779604202
"116",0.700130635777686,0.000974405961256461
"117",0.700130666246724,0.000974299965342442
"118",0.700131438693795,0.000971613985349235
"119",0.700131954144332,0.0009698229552502
"120",0.70013271807114,0.000967170508842787
"121",0.700134359275725,0.000961480138405384
"122",0.700136115985376,0.000955401896889054
"123",0.700137141497979,0.000951859827731476
"124",0.700137544267633,0.000950469964277409
"125",0.700138009975563,0.000948863829694204
"126",0.700138898576044,0.000945801976225006
"127",0.700140173919627,0.000941413954948106
"128",0.700140475202,0.000940378472148327
"129",0.700140498855912,0.000940297194035627
"130",0.700140539157739,0.000940158717576724
"131",0.700141208462699,0.000937860144331955
"132",0.700141980581562,0.000935211199464371
"133",0.700143967202972,0.000928409318341514
"134",0.700144812170811,0.000925522420753381
"135",0.700144954100827,0.00092503787290535
"136",0.700148093688053,0.000914347127765053
"137",0.700149562543373,0.000909364326695427
"138",0.70015133207098,0.00090337823740185
"139",0.700151616568767,0.000902417559989711
"140",0.700153462051951,0.000896197868160689
"141",0.700154428797475,0.000892948224726044
"142",0.700156301868938,0.000886669214445041
"143",0.700156365917834,0.00088645491502096
"144",0.700156711847146,0.00088529795420326
"145",0.700156794690557,0.000885021003591143
"146",0.700157080184952,0.000884066932977452
"147",0.700157189141009,0.000883702966977128
"148",0.700157544646155,0.000882515969188342
"149",0.700158086712343,0.00088070772793712
"150",0.700158341281833,0.000879859226986379
"151",0.700159524695911,0.000875920762920468
"152",0.700159909476898,0.000874642328230163
"153",0.700160882516549,0.000871414163373256
"154",0.70016111288116,0.000870650913013124
"155",0.700161461670899,0.000869496036406562
"156",0.700161764511689,0.000868494031537342
"157",0.700163020726594,0.000864344953361177
"158",0.700164558710874,0.000859281683904932
"159",0.7001651899522,0.000857208907505197
"160",0.700165369985469,0.000856618322055331
"161",0.700165974857987,0.000854635990400698
"162",0.700167322340597,0.000850230640509489
"163",0.700168072502459,0.000847784649330878
"164",0.700168971360075,0.000844860090128216
"165",0.700169659980411,0.000842624265636169
"166",0.700169671739452,0.000842586121950767
"167",0.700169954582411,0.000841669007315538
"168",0.700170718054354,0.000839196976785176
"169",0.700170818880642,0.000838870900008238
"170",0.700171923687932,0.000835303890904216
"171",0.700172639567007,0.000832998519774666
"172",0.700173162286058,0.000831318182770952
"173",0.700173388423496,0.000830592030217947
"174",0.700176751892694,0.00081984949511153
"175",0.700177595180942,0.000817173660458602
"176",0.700177650826785,0.000816997345080195
"177",0.700178308831529,0.00081491485021549
"178",0.700180119253184,0.000809208447161615
"179",0.700181347403571,0.000805357314636202
"180",0.700183277174386,0.000799339788914017
"181",0.70018358413844,0.000798386478616301
"182",0.700183750402055,0.000797870580921151
"183",0.700185113645009,0.000793652714047808
"184",0.70018698313668,0.000787904459383566
"185",0.700187634917918,0.000785910408551706
"186",0.700190501585609,0.000777203919094487
"187",0.700190734382036,0.000776501556796923
"188",0.700191539418185,0.00077407826195385
"189",0.70019211276128,0.000772357710478587
"190",0.700192278278306,0.000771861838418884
"191",0.700194363427067,0.000765647384947296
"192",0.700194809698643,0.000764325291750575
"193",0.700195218803763,0.000763115815141502
"194",0.700195807844186,0.000761378635579455
"195",0.700196538595416,0.000759230589548953
"196",0.700199368061628,0.000750989173361815
"197",0.700199369908626,0.000750983833875389
"198",0.700199919710901,0.000749396799078851
"199",0.700200500386695,0.000747725854464338
"200",0.700200927016735,0.000746501634448094
"201",0.700201492301264,0.000744884084767115
"202",0.700205940668621,0.000732342406753652
"203",0.700206019311815,0.000732123771310989
"204",0.700206881371706,0.000729734455396955
"205",0.700208053703118,0.000726506924174357
"206",0.700208485725857,0.000725323950237675
"207",0.700209191301978,0.000723399478033704
"208",0.700209281802685,0.000723153318952994
"209",0.700209481010312,0.000722612031422789
"210",0.700209672029308,0.000722093707938378
"211",0.700211399086722,0.000717439568961194
"212",0.700212109702435,0.000715541693072269
"213",0.700212253142686,0.000715159831566562
"214",0.700212474779652,0.00071457061665503
"215",0.700213336792596,0.000712288515368505
"216",0.70021344904596,0.00071199245970932
"217",0.700213646676859,0.000711471865234364
"218",0.700214636497443,0.000708876793723981
"219",0.700215587512327,0.000706403036404826
"220",0.700217260933024,0.000702097882078533
"221",0.700218322923352,0.000699398073998564
"222",0.700219098013949,0.000697443852647424
"223",0.700219449844732,0.000696561372764029
"224",0.700219743896498,0.000695826034112523
"225",0.700220563758193,0.000693786561937445
"226",0.700220661081262,0.000693545523741383
"227",0.700220858143878,0.000693058157085082
"228",0.700220954158533,0.00069282103563072
"229",0.70022137777457,0.000691777512470612
"230",0.700222141231283,0.000689907862259143
"231",0.700223258566376,0.000687197557251431
"232",0.700224096302285,0.000685186085214315
"233",0.700224790480155,0.000683532932996475
"234",0.700226381870444,0.000679790713197732
"235",0.700228304916789,0.000675359620250223
"236",0.700228428749767,0.000675077783598744
"237",0.700229171522928,0.000673396335041583
"238",0.700231312128818,0.000668639257831557
"239",0.700231343907241,0.000668569648980079
"240",0.700231355950709,0.000668543276298605
"241",0.7002315008206,0.000668226380406486
"242",0.700231883383461,0.000667392562574927
"243",0.700232411032968,0.000666249761709558
"244",0.700232725627025,0.000665572433245756
"245",0.700233119136767,0.000664729472461246
"246",0.700233238801379,0.000664474079405874
"247",0.700233321813965,0.0006642971713308
"248",0.700233520204153,0.000663875249776911
"249",0.700233622826226,0.00066365748216089
"250",0.700233654017525,0.000663591358335907
"251",0.70023514349232,0.000660477725140032
