"","fitted","SE"
"1",0.312272791388411,0.00475053061154793
"2",0.312286502655584,0.00474405164086384
"3",0.312317457860236,0.00472938235972416
"4",0.312331334637133,0.00472278720306455
"5",0.312377061595606,0.00470096951562548
"6",0.312394332235464,0.00469269465784507
"7",0.312406870260038,0.00468667529978199
"8",0.312444333971215,0.00466862831560075
"9",0.312444612634948,0.0046684937315487
"10",0.312501163884124,0.00464107376687472
"11",0.312504855906177,0.00463927606390576
"12",0.312550215084738,0.00461711276969452
"13",0.312672361302805,0.00455669412122156
"14",0.31271318114611,0.00453625279468226
"15",0.312757731996336,0.00451379344066676
"16",0.312778389834804,0.00450332494451922
"17",0.312820070909554,0.00448209544892338
"18",0.312821720246205,0.00448125239265729
"19",0.3128325905208,0.00447569028604993
"20",0.312913869242557,0.00443377615444856
"21",0.312923755204063,0.00442863797895307
"22",0.312950858885326,0.00441450500146009
"23",0.312973036469163,0.00440288980581251
"24",0.312984282986016,0.00439698182599364
"25",0.312986463269718,0.0043958350900907
"26",0.312992537496965,0.00439263790148994
"27",0.312995169015485,0.00439125169142355
"28",0.313014846102522,0.00438086508067689
"29",0.313060884730966,0.00435641413821179
"30",0.313071378182848,0.00435081122512747
"31",0.313090212954245,0.00434072611747466
"32",0.31311086796283,0.00432962384367546
"33",0.313123515661674,0.00432280330201321
"34",0.313124979689519,0.00432201269033613
"35",0.313135783897708,0.00431617101828602
"36",0.313149293455803,0.00430884880720094
"37",0.313150060291631,0.004308432583006
"38",0.313162163704646,0.00430185451027312
"39",0.313195264539928,0.00428378118007027
"40",0.313215078826539,0.00427290285726856
"41",0.313216545411872,0.00427209587955984
"42",0.313228116452321,0.0042657202053987
"43",0.313244233993586,0.00425681314909556
"44",0.313269157568195,0.00424297846548185
"45",0.313279307369748,0.004237322854219
"46",0.313298394044931,0.00422665302929502
"47",0.313316736673326,0.00421635609701601
"48",0.313338723008873,0.00420395704997632
"49",0.313349461394807,0.00419787837830237
"50",0.313366467785951,0.00418822042124423
"51",0.313376242989296,0.00418265156213286
"52",0.313384330719607,0.00417803426998222
"53",0.313391826209475,0.00417374711856383
"54",0.31340853954961,0.0041641597744111
"55",0.313441393430276,0.00414519908446547
"56",0.313494240731877,0.00411436935835617
"57",0.313512546762361,0.00410359145680982
"58",0.313518601453096,0.00410001519165885
"59",0.313522257896904,0.00409785268012564
"60",0.313523878240329,0.00409689369282088
"61",0.313562659139364,0.00407381554600585
"62",0.313569786008464,0.00406954762013086
"63",0.313578341113452,0.00406441317358068
"64",0.313596565630568,0.00405343414285975
"65",0.31360253906089,0.00404982314315374
"66",0.313605377345251,0.00404810519972284
"67",0.313621607909914,0.00403825409259323
"68",0.313678010129469,0.00400365009563095
"69",0.31369501966705,0.0039930969893859
"70",0.313696871613485,0.00399194460811614
"71",0.313707650527929,0.00398522399258914
"72",0.313770688203331,0.00394544653790065
"73",0.313779784028795,0.00393963758716846
"74",0.313784952625139,0.00393632863530464
"75",0.313794447553376,0.0039302345111573
"76",0.313840328530378,0.00390049645820332
"77",0.313849579723618,0.00389444005178539
"78",0.313851655045711,0.0038930785617534
"79",0.313885988219645,0.00387039919750903
"80",0.313892990891436,0.0038657366177071
"81",0.313934450881023,0.00383786385267435
"82",0.313959119475594,0.00382105333251689
"83",0.313999910359118,0.00379286211874095
"84",0.31401089229112,0.00378518447786784
"85",0.314015686057967,0.00378182098121034
"86",0.31402023450998,0.00377862272129719
"87",0.314027764992505,0.00377331273712405
"88",0.314030123649955,0.00377164571621089
"89",0.314045531715645,0.00376070980208322
"90",0.31411433924246,0.00371084092318139
"91",0.314133039309499,0.0036969746321997
"92",0.314144767310193,0.00368820483688932
"93",0.314166936242354,0.00367146687475914
"94",0.314199679511655,0.00364633950821973
"95",0.314213310700557,0.0036357280803271
"96",0.314213530948425,0.00363555586816001
"97",0.314219421550477,0.00363094091792601
"98",0.314241332100826,0.003613617780991
"99",0.314303015113579,0.0035634010052889
"100",0.3143140715757,0.0035541524374149
"101",0.314316380832866,0.00355221054674762
"102",0.314325076052534,0.00354486613465215
"103",0.314336219854929,0.00353537670515023
"104",0.314353102929078,0.00352082881869676
"105",0.314354237278827,0.00351984372561592
"106",0.314395299766816,0.003483489533312
"107",0.314396330312615,0.00348255882040476
"108",0.314401837952678,0.00347756858186111
"109",0.314421055867888,0.00345993563800757
"110",0.314422749083725,0.00345836505433662
"111",0.314429087678377,0.00345246014767796
"112",0.314431626840079,0.00345008330707578
"113",0.314436394397397,0.00344560255181159
"114",0.314440097313564,0.00344210595134803
"115",0.31444259545931,0.00343973874536058
"116",0.314449087604443,0.00343355521823277
"117",0.314449478195358,0.00343318171597789
"118",0.314459316560179,0.00342371701544399
"119",0.3144658130061,0.00341740588744696
"120",0.314475339305886,0.00340805935061799
"121",0.314495390013064,0.00338800795326834
"122",0.314516214334696,0.0033665897983043
"123",0.314528061337311,0.00335410846041956
"124",0.314532651101223,0.0033492109401815
"125",0.314537913378871,0.00334355133628064
"126",0.314547820282046,0.0033327621545898
"127",0.31456172898628,0.00331729989968571
"128",0.314564960889634,0.00331365112544588
"129",0.314565213752555,0.00331336472234585
"130",0.314565644289271,0.00331287676703054
"131",0.314572739974408,0.00330477718793017
"132",0.314580797528919,0.00329544298962418
"133",0.314600890080202,0.00327147491538019
"134",0.314609153170707,0.00326130223307696
"135",0.314610524381274,0.00325959481147011
"136",0.314639604724424,0.00322192338372563
"137",0.314652372070692,0.00320436527828057
"138",0.314667025429546,0.00318327184397495
"139",0.314669306102364,0.00317988666462195
"140",0.314683586220701,0.00315797007524908
"141",0.314690706609273,0.00314651917016837
"142",0.314703783895403,0.00312439355787442
"143",0.314704214104447,0.00312363842199156
"144",0.314706518094091,0.00311956159055697
"145",0.314707064941622,0.00311858568805099
"146",0.314708934893113,0.00311522378935122
"147",0.314709642565977,0.0031139412670665
"148",0.314711928552524,0.00310975859309511
"149",0.314715346019668,0.00310338681743812
"150",0.31471692241033,0.00310039691899442
"151",0.31472400895801,0.00308651878771955
"152",0.314726226766374,0.00308201391369722
"153",0.314731644030359,0.00307063869358316
"154",0.314732886163723,0.00306794919622677
"155",0.314734737217076,0.00306387970901452
"156",0.31473631535491,0.00306034890236493
"157",0.314742570765255,0.00304572862130235
"158",0.31474958212726,0.00302788696602307
"159",0.314752250425705,0.00302058303675075
"160",0.314752988862874,0.00301850196599192
"161",0.314755395991326,0.0030115167406673
"162",0.314760345075775,0.00299599342419703
"163",0.314762849966012,0.00298737438233049
"164",0.314765612247081,0.00297706899021407
"165",0.314767550136592,0.0029691905215296
"166",0.314767581874866,0.00296905611302302
"167",0.314768331523828,0.00296582443765698
"168",0.314770222459535,0.00295711363983283
"169",0.314770457639604,0.0029559646293962
"170",0.314772810233779,0.00294339540957451
"171",0.31477411299962,0.00293527187648197
