"","prev","b1","r2"
"0",0.5,0.0795477157649332,0.000607281162528511
"0.0416666666666667",0.510415159887365,0.528026560977494,0.0569125512792257
"0.0833333333333333",0.520821285372743,0.740920212763793,0.114011539592161
"0.125",0.531209373373756,0.908655246040127,0.147228563944775
"0.166666666666667",0.5415704832168,1.07843027078629,0.184553754213929
"0.208333333333333",0.551895767268231,1.21567390241216,0.20048853703162
"0.25",0.562176500885798,1.35641002285362,0.259673031634661
"0.291666666666667",0.572404111477021,1.51762081607698,0.28428500664125
"0.333333333333333",0.582570206462315,1.65318852410104,0.312355071247092
"0.375",0.59266659995407,1.81314192514203,0.32496380639942
"0.416666666666667",0.602685337978492,1.95811228930828,0.356902619706719
"0.458333333333333",0.612618722084366,2.11835942445651,0.385619580818985
"0.5",0.622459331201855,2.33920920483185,0.405941646124101
"0.541666666666667",0.632200041634519,2.49555197634037,0.42191481090963
"0.583333333333333",0.641834045088731,2.68515296777211,0.446876717046654
"0.625",0.651354864666054,2.86441547300474,0.457722985537145
"0.666666666666667",0.660756368765817,3.02705401520757,0.474644298475364
"0.708333333333333",0.670032782866484,3.28358798501547,0.499819467341013
"0.75",0.679178699175393,3.51846344380753,0.502610799400857
"0.791666666666667",0.688189084156563,3.79200101603442,0.516690038240509
"0.833333333333333",0.697059283965407,4.01791035952012,0.518400934586389
"0.875",0.705785027837011,4.43294131172133,0.540346689807675
"0.916666666666667",0.714362429491056,4.66803479958913,0.550704933372936
"0.958333333333333",0.722787986631225,5.01578858970773,0.557245181038549
"1",0.731058578630005,5.35792799419796,0.568635374477928
