"","prev","b1","r2"
"0",0.5,0.100506398947383,0.00382113216407983
"0.0416666666666667",0.510415159887365,0.554920259413267,0.0621775432511791
"0.0833333333333333",0.520821285372743,0.770801204523388,0.120624584816429
"0.125",0.531209373373756,0.953668173475134,0.147897554515207
"0.166666666666667",0.5415704832168,1.11011494420014,0.202671124405928
"0.208333333333333",0.551895767268231,1.26527577069815,0.231032346952203
"0.25",0.562176500885798,1.42566828673872,0.269151200629515
"0.291666666666667",0.572404111477021,1.59394667337625,0.303649590619484
"0.333333333333333",0.582570206462315,1.76141475807797,0.322617543227939
"0.375",0.59266659995407,1.91835412268715,0.351356216666552
"0.416666666666667",0.602685337978492,2.09194679432662,0.366059161660635
"0.458333333333333",0.612618722084366,2.27780833569076,0.396679754264286
"0.5",0.622459331201855,2.44892593143547,0.421848987484147
"0.541666666666667",0.632200041634519,2.66468833517025,0.433812601038822
"0.583333333333333",0.641834045088731,2.88600329866321,0.459653655595156
"0.625",0.651354864666054,3.08131564346004,0.467099206479237
"0.666666666666667",0.660756368765817,3.33442643738468,0.485263437335098
"0.708333333333333",0.670032782866484,3.56319307639564,0.500958978047375
"0.75",0.679178699175393,3.92405756556026,0.514862110224242
"0.791666666666667",0.688189084156563,4.18070608642463,0.53516623686979
"0.833333333333333",0.697059283965407,4.58207443164795,0.540371518475336
"0.875",0.705785027837011,4.82309731134458,0.557465409510911
"0.916666666666667",0.714362429491056,5.42485939054478,0.558889329192799
"0.958333333333333",0.722787986631225,5.66514083854162,0.580058290153336
"1",0.731058578630005,6.20221239544469,0.588427956976123
