"","b0","b1","b2","prev","ew","r2","auc","f1","r2.del","auc.del","f1.del","r2.diff","auc.diff","f1.diff","ew0"
"1",0,0.5,0.0758730699308217,0.512,-4.13762595031708e-05,0.0525965813914833,0.630655309292424,0.564315352697095,-0.00268133859867466,-0.00166552939928522,-0.0175596848878465,-0.000141408407664967,-0.00105212730740412,-0.0100863122352667,0.229596681317546
"2",0,0.5,0.406785426661372,0.4775,0.0878376525401082,0.0952223214164315,0.674351129299741,0.6284046692607,1.15878454255585,0.0858219357999384,0.0160936068930514,0.0511130925706037,0.0532998251529536,0.00995311617771466,0.305327422490895
"3",0,0.5,0.682401802390814,0.4895,0.117425961703164,0.140891314015255,0.715554448871182,0.667959282598158,1.55432286538431,0.128622059725835,0.10647508770674,0.085733324426473,0.0815473047568761,0.0642771120555222,0.381274478641245
"4",0,0.5,0.667123082559556,0.5215,0.115211930434553,0.131153422084124,0.706024489534443,0.622722400857449,1.56920634037677,0.123022936641627,0.136594951158515,0.0801051975709889,0.0773423259752622,0.0748382137750437,0.332501520088807
"5",0,0.5,0.86059603956528,0.495,0.204817927814725,0.17990788372788,0.745231557165754,0.681659170414793,3.99241883854436,0.22696009190416,0.180752232579362,0.143871667707924,0.137851119869538,0.104349933467001,0.432436453654992
"6",0,0.5,0.0473738161381334,0.52,0.00374216064017475,0.070336775851942,0.650891000579098,0.588538977800723,0.033294152530755,0.00338119114137173,0.0126640418741973,0.00226634723326413,0.00219337067964487,0.00736007397445593,0.262806842536677
"7",0,0.5,0.942408630158752,0.4925,0.192454977912741,0.194994520477777,0.753929536582925,0.67853509664293,3.0881674136232,0.20610473122274,0.134028069348583,0.147297227106672,0.128834951456311,0.0801944426653798,0.452437934503253
"8",0,0.5,0.997317150933668,0.478,0.207615246077955,0.206110604357978,0.762552762552763,0.701149425287356,3.431694367447,0.22186418924224,0.137525456490974,0.159602296864582,0.138463138463139,0.0847681203359451,0.463800634650263
"9",0,0.5,0.752218308625743,0.4945,0.162118409952728,0.150812120387169,0.722507164126537,0.654582074521652,2.68281399461668,0.174580530771921,0.141234716312618,0.109861879455203,0.107387855404713,0.0810085009480781,0.396606372520204
"10",0,0.5,0.140485337004066,0.528,0.00834131517589209,0.059528522322191,0.64058619971483,0.560988715744224,0.0784499336651596,0.00797073249125178,0.011645991307832,0.00433029710659782,0.00506556497220401,0.00645805920597087,0.230366845109087
"11",0,0.5,0.205490889493376,0.509,0.02001255857966,0.0729392112861953,0.656482782360876,0.602851323828921,0.209679562689318,0.0254839496292222,0.0335350903253286,0.0126429034573358,0.0163140282831195,0.0195607036341486,0.27031270221424
"12",0,0.5,0.542275677202269,0.507,0.0934609391254834,0.108095532492911,0.689940239741623,0.645761881430671,1.30034920976674,0.113832750586517,0.102493635132906,0.0611046095347956,0.0705113000033027,0.060033437426707,0.330486408343313
