"","prev","b1","r2"
"0",0.5,0.0598319249470121,0.000630650202804867
"0.0416666666666667",0.510415159887365,0.50037045306383,0.0593099703973715
"0.0833333333333333",0.520821285372743,0.702982640956502,0.0904178922868046
"0.125",0.531209373373756,0.855445190678103,0.137992718134821
"0.166666666666667",0.5415704832168,1.02032362784463,0.179113405935275
"0.208333333333333",0.551895767268231,1.16414505254751,0.217721460562863
"0.25",0.562176500885798,1.29352609239549,0.252271025037955
"0.291666666666667",0.572404111477021,1.44865296920316,0.275291431460986
"0.333333333333333",0.582570206462315,1.57042187267634,0.293638242779431
"0.375",0.59266659995407,1.72977830857137,0.306642298543184
"0.416666666666667",0.602685337978492,1.89957727910402,0.346028511619175
"0.458333333333333",0.612618722084366,2.00878117763844,0.375957986640029
"0.5",0.622459331201855,2.20625370907632,0.378293424879306
"0.541666666666667",0.632200041634519,2.32036143862664,0.401014521670057
"0.583333333333333",0.641834045088731,2.51284264846584,0.423310851659168
"0.625",0.651354864666054,2.7061471289013,0.445137813276065
"0.666666666666667",0.660756368765817,2.8531724085458,0.469553863612707
"0.708333333333333",0.670032782866484,3.08367126439695,0.460519309783879
"0.75",0.679178699175393,3.21598005930175,0.488800480656274
"0.791666666666667",0.688189084156563,3.45780702911701,0.499593094940265
"0.833333333333333",0.697059283965407,3.67754265157992,0.512476476082293
"0.875",0.705785027837011,3.91393751974028,0.513528230297405
"0.916666666666667",0.714362429491056,4.15522661780008,0.531431773401533
"0.958333333333333",0.722787986631225,4.53551261595883,0.537807696786867
"1",0.731058578630005,4.75802789144089,0.550872493934048
