"","b0","b1","b2","prev","ew","r2","auc","f1","r2.del","auc.del","f1.del","r2.diff","auc.diff","f1.diff","ew0"
"1",0.5,0.1,0.0758730699308217,0.6375,0.00176760458240912,0.00624324562036538,0.542866051741528,NA,0.211218803158448,0.0115591057848887,NA,0.00108873051204217,0.00620334104376064,NA,0.0102906083863822
"2",0.5,0.1,0.406785426661372,0.6035,0.0601956345668019,0.0442196722142113,0.624380196567374,0.345945945945946,27.7819645076706,0.163600384642894,NA,0.0426833048059885,0.0877868739732132,NA,0.0627445213501567
"3",0.5,0.1,0.682401802390814,0.601,0.106736271523413,0.0911966308219108,0.677268714727094,0.452244897959184,26.5179960951579,0.274370159531364,NA,0.0878825584415474,0.145815031775076,NA,0.11228853033934
"4",0.5,0.1,0.667123082559556,0.6185,0.0987555779009296,0.0764920678449669,0.660590584279109,0.396638655462185,13.111864719296,0.209234237700251,NA,0.0710716596022224,0.114302227826818,NA,0.109434627407586
"5",0.5,0.1,0.86059603956528,0.613,0.172124523951675,0.140647576244354,0.722828636827062,0.512741312741313,342.436803139398,0.403052579015873,NA,0.140238046528964,0.207645779364894,NA,0.172975580186505
"6",0.5,0.1,0.0473738161381334,0.6115,-0.000418461906839536,0.0041324336641384,0.541175604242907,NA,-0.0920833266395341,0.00102455375649972,NA,-0.000419122426183249,0.000553896002023491,NA,0.00656258722096821
"7",0.5,0.1,0.942408630158752,0.614,0.147958102164887,0.131805503128863,0.71209673959674,0.50576479631053,61.844967337593,0.320502060428633,NA,0.129708191144901,0.17283462033462,NA,0.151496794976296
"8",0.5,0.1,0.997317150933668,0.5905,0.232671020326157,0.167602380193347,0.739543806587353,0.583662714097497,136.239788882775,0.385218109919985,NA,0.166381142667716,0.205661235105472,NA,0.236317750012646
"9",0.5,0.1,0.752218308625743,0.61,0.136849926855351,0.113814441296374,0.696722785180457,0.459307010475423,47.6713561831702,0.310640188440225,NA,0.111476013723736,0.165133115242427,NA,0.14108868825995
"10",0.5,0.1,0.140485337004066,0.632,0.00947866728243797,-0.0012565682726231,0.528481012658228,0.0107238605898123,-0.832643238986914,0.0620398852521343,NA,0.00625175266413813,0.0308716290588883,NA,-0.00206108567674733
"11",0.5,0.1,0.205490889493376,0.603,0.0124819790257288,0.00655567469005203,0.546578220573036,0.0377833753148615,-8.07100697956504,0.0572267809372428,NA,0.00748279507177385,0.0295858113488877,NA,0.0110403834828305
"12",0.5,0.1,0.542275677202269,0.6065,0.0995114150585588,0.068533106311122,0.655133762006827,0.420792079207921,-21.5379214363143,0.281926802545818,NA,0.0718700119723709,0.144079807361541,NA,0.0932849344594709
"13",0.5,0.1,0.297227866016328,0.6255,0.0348551847882778,0.0296226752107475,0.600845226355558,0.16532721010333,7.60221735765992,0.132382349558174,NA,0.0261790659668623,0.0702424431260312,NA,0.040133465519897
"14",0.5,0.1,0.971536398166791,0.61,0.197095088674303,0.157409950481462,0.733237922990223,0.535714285714286,3211.77382150253,0.41053366169088,NA,0.15736095545124,0.213407774370265,NA,0.197165161629384
"15",0.5,0.1,0.177013127831742,0.6255,0.0107622475759969,0.00913424334898227,0.556234023973962,0.00776196636481242,2.70615426045918,0.0488503911863324,NA,0.00666962835806428,0.0259066973618057,NA,0.014919876272486
"16",0.5,0.1,0.0154642791021615,0.635,0.00085683443651644,0.00122804097298446,0.51862260711128,NA,0.929984357650631,0.00676949514498331,NA,0.000591745156328538,0.00348720659281876,NA,0.00174815163279784
"17",0.5,0.1,0.996783689595759,0.6115,0.226339129734084,0.178689309442427,0.746493672953659,0.556445739257101,77.8231570591596,0.413097765506158,NA,0.176422344807805,0.218226138197299,NA,0.232040510051573
"18",0.5,0.1,0.147179610095918,0.609,0.0175244892324071,0.0127119627039114,0.569084117817908,0.042713567839196,9.65137397283606,0.100762144745539,NA,0.0115185051522068,0.0520931215936854,NA,0.019405570378329
"19",0.5,0.1,0.301289838040248,0.6185,0.0260179759642831,0.0193286621139522,0.578855956764866,0.196969696969697,13.3637356505535,0.0958136495116529,NA,0.01798300506594,0.0506128955264593,NA,0.0281271905786837
"20",0.5,0.1,0.324402011930943,0.6165,0.0275122752746901,0.0185955439313185,0.57603070787139,0.0911161731207289,3.62822909037393,0.0501221937187876,NA,0.0145776909754234,0.0274938696664017,NA,0.0362015068946613
"21",0.5,0.1,0.501971323275939,0.6295,0.0708155240656548,0.0520532519831637,0.628908831556363,0.311444652908068,15.9018615067452,0.178263091790119,NA,0.0489735171289649,0.0951495752930864,NA,0.0765093863238808
"22",0.5,0.1,0.153682410251349,0.6395,0.00671612262788952,0.0116525400107478,0.561760538661735,NA,0.693051011872288,0.0333501967508065,NA,0.00476997124640699,0.0181301794397644,NA,0.0170961168487868
"23",0.5,0.1,0.694750002818182,0.602,0.113130234946064,0.0763360389987051,0.662038034063989,0.462686567164179,25.433239001489,0.245130286244269,45.7891791044776,0.0734481583649922,0.130336218295843,0.452797815619062,0.119921331728182
"24",0.5,0.1,0.00143449427559972,0.6075,-0.00049935169330234,0.00565376026868158,0.551871431636787,NA,-0.0511168148369561,-0.00514612608956997,NA,-0.00030457091168401,-0.00285469057005461,NA,0.0100387646145347
"25",0.5,0.1,0.331125403055921,0.6295,0.0404658616673019,0.0283588326948464,0.600696260340823,0.125842696629213,5.13558417035971,0.0971376712811939,NA,0.023736806184014,0.0531840601268301,NA,0.0505081803990908
"26",0.5,0.1,0.32390191568993,0.6305,0.0325893994895912,0.027005127601649,0.590589484020193,0.124542124542125,10.409877667878,0.0990603570643155,NA,0.0246383075192851,0.0532309302118215,NA,0.0361669861711351
"27",0.5,0.1,0.113458864158019,0.6165,0.00478783515972945,0.00550298716852049,0.542186902739009,0.0286085825747724,1.51477439704162,0.0244408703304707,NA,0.00331472440626468,0.0129353681295914,NA,0.00811702271670452
