"","Difference","Prevalence","R2","AUC","F1","IMV"
"857",0.366049197432577,0.000800000000000023,0.206501348244585,0.76001826564676,0.715011016380879,0.460199364706561
"858",0.127416785827104,0.0865,0.0539802407937044,0.636863198673087,0.712163911950644,0.0986467483842624
"859",0.0672455220228464,0.1009,0.0787450178094693,0.663740545533491,0.735407980941036,0.120054945870396
"860",0.262211225720028,0.1789,0.156177481698877,0.740278334174867,0.472384542884072,0.126399195290014
"861",0.38018833797122,0.1795,0.211012369260168,0.781863006087572,0.550989851938113,0.165960955901369
"862",0.10669510113561,0.00519999999999998,0.0677822681443309,0.648757209579788,0.600651333197639,0.250018259506068
"863",0.0820645369220595,0.2016,0.058694188855989,0.648734527896405,0.173518571023533,0.0455016306531958
"864",0.00678097352879981,0.3657,0.0774704218676966,0.723109426164753,0.0345572354211663,0.0226591508874831
"865",0.263504060873657,0.0247,0.127092576281704,0.705327533098673,0.66806203025402,0.301077274332335
"866",0.116470231753291,0.0463,0.0743908440282373,0.655686917956618,0.533947623666343,0.181372558036608
"867",0.0411641920448678,0.00580000000000003,0.0682261765787979,0.649192275312566,0.611588194650084,0.249499052776117
"868",0.103083643755299,0.00780000000000003,0.137468292494494,0.708967974446261,0.657017969888295,0.36009174555875
"869",0.0452067696037692,0.1958,0.121265050470608,0.71452364038651,0.821410451547438,0.0924966827023599
"870",0.137356878801189,0.2411,0.0969074345850115,0.698411363188738,0.215345753078623,0.05735269564415
"871",0.167062056200579,0.1397,0.0879081524228971,0.674558714315459,0.394698620188816,0.099380738090634
"872",0.196626472883405,0.2778,0.112463797834796,0.730524068092075,0.875164709252363,0.0554084697947896
"873",0.21173961658668,0.0457,0.148047366921293,0.721317739543436,0.706552207428171,0.284427294775678
"874",0.224002676096671,0.027,0.115115006755472,0.694073558496576,0.652680204022712,0.28067149601659
"875",0.13460974933336,0.2111,0.0928731050114985,0.691353189465236,0.828870779976717,0.0685780742733159
"876",0.217943372115904,0.1692,0.124388676318806,0.712120393532388,0.396747967479675,0.109510121223574
"877",0.199263730978752,0.076,0.18514609608204,0.749542632992662,0.73409819470221,0.275588853641147
"878",0.642172237525345,0.1006,0.454276630065463,0.87794074561726,0.79829386014143,0.426985206366927
"879",0.0548323389270335,0.0379,0.0838327866286039,0.664003927526151,0.673111472324407,0.211806546003932
"880",0.102497089335101,0.2342,0.0690068050091731,0.668396666037408,0.845276776747209,0.0440103123170578
"881",0.536791790962257,0.1171,0.34157633683349,0.837877858926065,0.729358346277931,0.325641050751583
"882",0.264275361172591,0.1365,0.10410904940074,0.693536674839082,0.760017296050735,0.118416664720547
"883",0.20589459241845,0.0675,0.101948798236183,0.68517206080823,0.548268425726246,0.189117421208483
"884",0.251532249302423,0.0214,0.145743334174178,0.719040567272753,0.677290836653386,0.334534541896806
"885",0.291956652756079,0.107,0.178524536391551,0.748020507145223,0.572270558518103,0.218549575702527
"886",0.390102587411573,0.1714,0.22711718230701,0.790094724896932,0.571661769507019,0.180764140897324
"887",0.00191249646709446,0.2357,0.125776436132993,0.718658661750534,0.295580918934738,0.073547382942604
"888",0.247117274519976,0.0454,0.144120109532342,0.71697842903516,0.719036793803149,0.279657398596229
"889",0.280636192101843,0.00430000000000003,0.13155400945781,0.709181251045327,0.668780628423177,0.355918250566628
"890",0.200438203585088,0.0134,0.0789029620577687,0.661428104121504,0.636276575368703,0.251313266790026
"891",0.403894646059661,0.1563,0.226200239840192,0.786435768076038,0.791395243144978,0.198198339018491
"892",0.102900702679674,0.0376,0.0526856727386403,0.631522686050523,0.657944244911921,0.155966289666985
"893",0.0290121205141045,0.0189,0.0751147401093869,0.655779604129564,0.59487606748594,0.233648172520749
"894",0.0138498384962105,0.0571,0.0414388764921819,0.615645952884983,0.428371180263527,0.108013580564014
"895",0.0266112208753654,0.1783,0.0694668608258772,0.661605145633012,0.231486022560078,0.0628016368047325
