"","b0","b1","b2","prev","ew","r2","auc","f1"
"850",0.162684482522309,0.00279430788941681,0.3,0.534,-0.000255969435823131,-5.73449204022136e-05,0.518180502550806,NA
"851",0.671388890128583,0.11255046678707,0.3,0.6745,0.00208348747246757,0.00147135809980237,0.52482272591222,NA
"852",0.904265495017171,0.922116867499426,0.3,0.6865,0.10768800732306,0.134720979934428,0.72086753097995,0.409282700421941
"853",0.772393815685064,0.204670370789245,0.3,0.6895,0.00689925416404181,0.00758009677893334,0.547044192821415,0.00310077519379845
"854",0.855634764535353,0.918784707784653,0.3,0.6655,0.128464440293613,0.145179587113017,0.729682633550168,0.458801498127341
"855",0.176766858668998,0.613553500035778,0.3,0.535,0.188957427259823,0.0863644177859549,0.669029710112624,0.579743888242142
"856",0.501322901574895,0.0987077846657485,0.3,0.6055,-0.00333896064369232,-0.00193550803393649,0.547444661458333,NA
"857",0.238740003202111,0.275470932712778,0.3,0.567,-0.0203409776499118,-0.00441074006816766,0.536531047077922,0.331825037707391
"858",0.0338238913100213,0.884695897111669,0.3,0.506,0.35477881980457,0.136364723373424,0.712114301261123,0.642116182572614
"859",0.0244544078595936,0.245345042552799,0.3,0.5,0.0953418746526646,0.00906114708156835,0.555023880382086,0.544466403162055
"860",0.0598825234919786,0.26498848781921,0.3,0.529,0.078904361669915,0.0182946596559326,0.577634984166787,0.462102689486553
"861",0.562063310528174,0.689598871394992,0.3,0.616,0.128257716811571,0.107150538957571,0.692736346200795,0.457951706910908
"862",0.367240272695199,0.679845716804266,0.3,0.5825,0.184040097137389,0.101124844550272,0.681889648093752,0.519781718963165
"863",0.562544958200306,0.752744663041085,0.3,0.6175,0.127763557631569,0.102443042668247,0.687612968430011,0.427726120033812
"864",0.00507134781219065,0.1761494432576,0.3,0.5115,0.0138392393277391,0.00176342250025441,0.536470706461662,0.481054365733114
"865",0.897195846773684,0.0317436070181429,0.3,0.7165,0.0011830577374559,0.00130778069947213,0.524635853994539,NA
"866",0.762351165525615,0.204146409640089,0.3,0.668,0.0087295949616396,0.0079634395997511,0.544902706519602,NA
"867",0.301410296233371,0.214811391197145,0.3,0.56,0.0340369580147836,0.014470068392444,0.571347717992624,0.232159847764034
"868",0.741138710640371,0.104274926008657,0.3,0.6645,0.00157841361833797,0.00185434444545229,0.52720521262263,NA
"869",0.615676747402176,0.553656439529732,0.3,0.6385,0.0815855491258833,0.067672567143502,0.653731684981685,0.284527518172378
"870",0.959580122027546,0.7560751051642,0.3,0.7095,0.0751222512338395,0.106413385454328,0.69821872684543,0.263504611330698
"871",0.133065060013905,0.832745166728273,0.3,0.535,0.264686917136787,0.119834756457802,0.698221756796044,0.582054309327037
"872",0.24498843238689,0.774826132459566,0.3,0.533,0.27003453807894,0.1467532220723,0.721404575511135,0.622093023255814
"873",0.491845390992239,0.92313204985112,0.3,0.6025,0.178625031253874,0.137678501582437,0.715500452329497,0.529239766081871
"874",0.238183425739408,0.315371063537896,0.3,0.559,0.0671188746730189,0.0270283283472185,0.591036311709506,0.360629921259843
"875",0.162125061731786,0.973647000035271,0.3,0.546,0.280094864638647,0.145725528395216,0.719813270054199,0.604034582132565
"876",0.311476789182052,0.980974800186232,0.3,0.5765,0.25956974155381,0.147479495644639,0.723179808266235,0.578847371754275
"877",0.77043823688291,0.761975454166532,0.3,0.659,0.097576285574927,0.105239737538238,0.696607192048375,0.355509355509356
"878",0.617029675049707,0.807739744894207,0.3,0.6315,0.114210378610881,0.102129798122844,0.688574790566101,0.446937014667817
"879",0.84255742887035,0.687386447563767,0.3,0.6875,0.0486463815029741,0.0574610211670578,0.648730989210971,0.301149425287356
"880",0.863201862201095,0.0169670355971903,0.3,0.7035,-0.00124536616327289,-0.00134495474737428,0.501292007932328,NA
"881",0.210420079529285,0.602423763368279,0.3,0.5675,0.163305642292707,0.0760941819045876,0.658557224025974,0.497981157469717
"882",0.210104365134612,0.836775910574943,0.3,0.541,0.288612089309507,0.140703407552673,0.719661093651791,0.621667612024957
"883",0.0325530138798058,0.325788180343807,0.3,0.486,0.157516062897292,0.0259595575047922,0.595233094918075,0.591575958353053
"884",0.0958243373315781,0.256964426022023,0.3,0.509,0.0954633428833741,0.0167740325069757,0.574163681454946,0.528662420382165
"885",0.329210511641577,0.615006116218865,0.3,0.5775,0.167054400215016,0.0824697688739742,0.665105279218798,0.492577597840756
"886",0.246656966861337,0.686234838096425,0.3,0.5465,0.199113051250309,0.1032638795184,0.686207913742244,0.567946374162096
"887",0.255356521345675,0.424136915942654,0.3,0.562,0.100925942807843,0.0393297124850744,0.615362215909091,0.381095273818455
"888",0.145581922959536,0.649147427640855,0.3,0.514,0.212502440247622,0.063939579534531,0.642181490384615,0.569613552143991
"889",0.971046449383721,0.176551192766055,0.3,0.716,-0.000308278774585238,-0.000916850050068474,0.527917172231626,NA
"890",0.636051907204092,0.399430768797174,0.3,0.6275,0.0378819735966276,0.0281159640793431,0.600446428571429,0.244635193133047
"891",0.812303366605192,0.914855862502009,0.3,0.678,0.108824840037047,0.123423959758538,0.706699163546509,0.382352941176471
"892",0.649830838199705,0.488796474877745,0.3,0.6515,0.0560804910559652,0.0505550257182878,0.634554088264876,0.220183486238532
"893",0.0808111543301493,0.0771464849822223,0.3,0.5215,0,0.00106527002617918,0.519340696265066,0.266666666666667
"894",0.736795869190246,0.493290664628148,0.3,0.6445,0.0558575014896119,0.0537099767982322,0.637957010346651,0.312368972746331
"895",0.784762418130413,0.355513864662498,0.3,0.677,0.0236533478670096,0.0230114749681645,0.588792638849187,0.0516499282639885
"896",0.7414132906124,0.511597393779084,0.3,0.6715,0.0508839732032265,0.0511067746165774,0.6364822167779,0.214716525934861
"897",0.910567888757214,0.858896919060498,0.3,0.671,0.0941040355901082,0.117510884902529,0.715471888354934,0.423576423576424
"898",0.811523836571723,0.588356425985694,0.3,0.7005,0.0696911252423006,0.0661006325402361,0.64843877854335,0.203221809169765
"899",0.96599346655421,0.0978613586630672,0.3,0.7215,0.00165923504343128,0.00240278415628625,0.531510419629123,NA
"900",0.276033456204459,0.768903322285041,0.3,0.56,0.18852802684435,0.101397950379219,0.685870490527919,0.561447286338116
"901",0.522243524435908,0.487178242299706,0.3,0.619,0.0534407948362023,0.040762047335869,0.618149241260198,0.25979381443299
