,imv
0,0.005555917343839507
1,0.004283130403563088
2,0.005071634071492733
3,0.005972758042601658
4,0.005065688322129107
5,0.005516757488715825
6,0.005664198392313265
7,0.0060414590989031
8,0.005750166793964086
9,0.003905596572795329
10,0.004669295577372555
11,0.005950569503966037
12,0.005169242143068419
13,0.01010456929051871
14,0.004841416769281039
15,0.006007846670258168
16,0.005872406301195062
17,0.006434664038717122
18,0.005409263633447012
19,0.005131471544144642
20,0.004213943256068905
21,0.006037572993391805
22,0.005358739045025755
23,0.0052300853570094365
24,0.008169538889483352
25,0.005772035439971818
26,0.006171110583674618
27,0.006546686769305862
28,0.007075725318257276
29,0.006730147235449783
30,0.00892114377514683
31,0.004280709724896238
32,0.004751860325563105
33,0.004240217089251473
34,0.0035742385278118914
35,0.005372720673197068
36,0.004205342425835652
37,0.004882953019721872
38,0.005027674383349326
39,0.005557594903473324
40,0.005275056073781911
41,0.005575732055757038
42,0.009364440811579033
43,0.005664965633611014
44,0.006336745699249104
45,0.006270385985289298
46,0.0026382323956607957
47,0.0007252787910844534
48,0.006240148024134004
49,0.006502987164424179
50,0.0058310365767343135
51,0.005125887240209073
52,0.004771257303106812
53,0.006022112739844761
54,0.006808297609729613
55,0.0049336584665785384
56,0.007013627304088809
57,0.006029220089910977
58,0.0071217417130729176
59,0.005765496407021768
60,0.006911567625764231
61,0.00658671828759223
62,0.006645831434075317
63,0.004842474410397865
64,0.005677185908611657
65,0.004499129556869804
66,0.0032997349318163362
67,0.0023985696253163795
68,0.0017660341098588285
69,-0.0007050625395426509
70,0.00396323244657301
71,0.005646593336538058
72,0.004850665467504102
73,0.0017058637074795814
74,0.007034606774160915
75,0.004821053318458994
76,0.002794343164190062
77,0.0037776399625853324
78,0.003775405771846655
79,0.005386069302063389
80,0.0037781104584952473
81,0.0023725370557226184
82,0.0036841332361564286
83,0.005217320976625767
84,0.00301360188789051
85,0.0021864853458059405
86,0.004644625231752136
87,0.008791896976704244
88,0.0047448090982882
89,0.00523088045454303
90,0.003716807561579007
91,0.0026019490388397054
92,0.005891627961542321
93,0.00413717723358485
94,0.005069507895544809
95,0.004500576745210339
96,0.00673793676554432
97,0.0066291755553659175
98,0.005930497995369877
99,0.00730025427339282
