,imv
0,0.001795624043234272
1,0.0021611301889192173
2,0.0021179927929314193
3,0.0016530032962567716
4,0.0006729333406110401
5,0.0012369831680755332
6,0.0015071616820144813
7,0.0005211350536427971
8,0.0009235864510852351
9,0.002841268159515117
10,0.0015766016921758001
11,0.0014029874600863697
12,4.59887566435703e-05
13,0.0018796269663828235
14,6.64084478531837e-05
15,0.001183437551488887
16,0.0019413233587364214
17,0.002262688884202325
18,0.0007099366109010317
19,0.00048598713789108566
20,0.0011457527643343643
21,0.0011642270595972012
22,0.0018917558482028614
23,0.001401840124431726
24,0.0007448210767104804
25,0.0016193078667172808
26,0.0009008075506017294
27,0.0017832719688185856
28,0.00031772094038873505
29,0.0012208519162430996
30,0.0009577037696718234
31,0.001675952037255555
32,0.0007952498985472298
33,0.0004683590646896039
34,0.0008198696000486733
35,0.0006590519006834455
36,0.0008562492753582323
37,0.00197008819202353
38,0.0006350815960864679
39,0.0019012063332834968
40,0.0010861476102972244
41,0.0020334334434596165
42,0.0013972277795024559
43,-0.0005669852448633391
44,0.00017200539167050577
45,0.0008533949066674542
46,0.0011762812077735216
47,0.0010967461593001646
48,0.0005523352988912307
49,0.0008190794305056223
50,0.0014188652419999598
51,0.0014896772697317684
52,0.0010850077196362606
53,0.0007935048746958986
54,0.0021433385700650055
55,0.0012066189972926526
56,0.0006302508245952473
57,0.00184482812089379
58,0.0027216548558363822
59,0.0013073102072362554
60,0.00028337872377888967
61,0.0015454207838434604
62,0.0008662833997111856
63,0.000815668921781628
64,0.00027008271028482596
65,-0.00035368139063004085
66,0.00021918098234240672
67,0.0009338683506007877
68,2.5403186855791257e-05
69,0.0013776410055038834
70,0.0018636106327768087
71,0.000711105321014338
72,0.0009696853004986934
73,0.0012306084339611723
74,-0.0005000427813809062
75,0.0006635483629140596
76,0.0014618941115050292
77,0.0002251787736044285
78,0.0016771152075847739
79,0.0003944311701917217
80,0.0016169083343912363
81,0.0012005140291695947
82,0.00023340678827773112
83,0.00045075616896859326
84,0.0002265817379009131
85,0.0015268227881188165
86,0.00016138041738690453
87,0.0015391538132497298
88,0.001041816431474484
89,0.0019841709845867914
90,0.0023445573626956293
91,0.0012626897155806375
92,-0.000449477375691615
93,0.0013799486734005094
94,0.001301303871679645
95,0.0022775437248757145
96,0.00163373498416832
97,0.0017099192398053135
98,0.0008877736796744355
99,0.0003045345163355338
