,roc_auc
0,0.7740384615384616
1,0.7235576923076923
2,0.639423076923077
3,0.8197115384615385
4,0.701923076923077
5,0.7259615384615384
6,0.8942307692307693
7,0.8834134615384616
8,0.782451923076923
9,0.7451923076923077
10,0.5649038461538461
11,0.7764423076923077
12,0.8786057692307692
13,0.6543778801843317
14,0.7626728110599078
15,0.6221198156682028
16,0.6589861751152074
17,0.6762672811059908
18,0.5426267281105992
19,0.8225806451612904
20,0.7004608294930875
21,0.771889400921659
22,0.5587557603686636
23,0.6589861751152074
24,0.564516129032258
25,0.8456221198156683
26,0.6082949308755761
27,0.8375576036866359
28,0.5898617511520737
29,0.7131336405529954
30,0.7108294930875575
31,0.6820276497695852
32,0.8617511520737328
33,0.6589861751152073
34,0.8283410138248849
35,0.6543778801843317
36,0.7131336405529953
37,0.5207373271889401
38,0.6900921658986174
39,0.6797235023041475
40,0.869815668202765
41,0.8467741935483871
42,0.5714285714285714
43,0.8225806451612903
44,0.8202764976958526
45,0.5403225806451613
46,0.7707373271889401
47,0.630184331797235
48,0.684331797235023
49,0.5956221198156681
50,0.554147465437788
51,0.8306451612903226
52,0.7361751152073733
53,0.7523041474654378
54,0.6221198156682027
55,0.8317972350230415
56,0.6889400921658986
57,0.6831797235023042
58,0.5599078341013826
59,0.6324884792626728
60,0.6993087557603687
61,0.7995391705069124
62,0.7407834101382488
63,0.7488479262672811
64,0.8571428571428571
65,0.9193548387096774
66,0.880184331797235
67,0.751152073732719
68,0.7488479262672811
69,0.7741935483870969
70,0.9539170506912442
71,0.8986175115207372
72,0.6808755760368663
73,0.7834101382488479
74,0.6175115207373272
75,0.7788018433179723
76,0.6854838709677419
77,0.77073732718894
78,0.7269585253456222
79,0.6474654377880185
80,0.8640552995391705
81,0.751152073732719
82,0.7430875576036867
83,0.7903225806451613
84,0.8387096774193549
85,0.7834101382488479
86,0.5944700460829493
87,0.3605990783410138
88,0.7845622119815668
89,0.5149769585253456
90,0.6082949308755761
91,0.7085253456221198
92,0.6762672811059908
93,0.7196029776674938
94,0.7977667493796528
95,0.7468982630272953
96,0.7320099255583127
97,0.620347394540943
98,0.8076923076923077
99,0.7518610421836229
