,imv
0,0.03810249569083886
1,0.06216975318852789
2,-0.021068377890056538
3,0.008140351726945733
4,-0.006493431984965371
5,0.011298351196570047
6,-0.009866912181771353
7,-0.012428650700301311
8,-0.04734857430653456
9,0.007594214943697209
10,-0.0030045754144043305
11,0.02438995320649502
12,-0.008455892575874795
13,0.034905642080495285
14,0.019270262869660035
15,0.07340586094854577
16,0.27519527626079515
17,0.03219898673565127
18,0.08114847667410241
19,-0.019342951869258614
20,0.005717961111131532
21,0.003727752610093003
22,-0.11229665475410515
23,0.043006908173117205
24,0.1387848824862315
25,0.004822473424393139
26,0.04135001722638588
27,-0.01958701335134709
28,0.08368687935591809
29,-0.023726781545795377
30,0.08405168286799433
31,-0.013214301922854584
32,0.00175483282147981
33,0.025475756074261932
34,0.023271599273464862
35,0.008767860841133512
36,0.05339444421772655
37,0.10078428638386591
38,-0.0013686844826031194
39,0.0021358866282538023
40,0.02007021539514547
41,-0.014715733174404987
42,-0.06332102490337067
43,0.05984357565584939
44,-0.016170232782397983
45,-0.0015013423423044956
46,0.00624367410875409
47,0.027548176610406584
48,0.016659155306958533
49,0.05440545503212112
50,0.04446438639473376
51,0.02733847483231684
52,0.017663737209254748
53,-0.060380497909694526
54,0.08578360812268167
55,0.00678009964272361
56,0.04739873991068728
57,-0.006725396927115693
58,-0.06284057212782808
59,-0.1730240859667535
60,-0.014812021531026408
61,0.03268344655674124
62,0.019011678561463158
63,0.012566400317036826
64,-0.005149288736606642
65,-0.009229214417117618
66,-0.009478680576416165
67,0.005481962242841747
68,0.05610433177816284
69,0.03320391068626124
70,-0.005364537278738816
71,-0.05893984997197277
72,0.0002840026130077673
73,0.012607972797389715
74,-0.16621489463114228
75,0.03326034161511914
76,0.017934931053898363
77,0.018326625737529256
78,-0.007045519058052036
79,0.005908599284199859
80,0.047381693842717336
81,0.014546372772341845
82,-0.00021832169012108696
83,0.015458099851217093
84,0.027493194981534266
85,0.010403631191297526
86,-0.002153793225829363
87,0.0
88,-0.004699415537158891
89,0.06133728971430022
90,0.0417883126359959
91,-0.009381802499791942
92,-0.033472344438603495
93,0.025898248545061918
94,-0.009062881939195928
95,-0.01234831931776532
96,0.005844583598751503
97,-0.07602161018308126
98,-0.022383647169669542
99,-0.01851344762886264
